customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk,Recommendation,Top_Churn_Drivers,Monthly_Revenue_At_Risk
9572-WUKSB,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,No,0.5563416992430014,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
3836-FZSDJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901,No,0.0035275162768568066,Low,Continue regular customer engagement,"cat__InternetService_DSL, num__SeniorCitizen, cat__MultipleLines_No",0.0
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No,0.304869217775075,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
3069-SSVSN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,No,0.3252456904423204,Low,Continue regular customer engagement,"num__tenure, cat__PhoneService_Yes, cat__Contract_Two year",0.0
8015-IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,No,0.06568297342701208,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No,0.6046467584699065,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes,0.649417310265461,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,0.6168586953199916,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
3722-WPXTK,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,Yes,0.7868263854061794,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",88.35
7531-GQHME,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,No,0.11579372197767956,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
1335-NTIUC,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,0.5715021851436428,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
9367-TCUYN,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,0.12252185157549467,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
1536-HBSWP,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0.42521733872079104,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,No,0.07069271962834976,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__InternetService_DSL",0.0
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0.49828312351055837,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,0.7469443907182325,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",106.7
9103-TCIHJ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,0.286909729167407,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,No,0.07191344702368484,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,0.6209080458823364,Medium,Targeted engagement and personalized offer,"cat__Contract_Month-to-month, cat__InternetService_Fiber optic, num__TotalCharges",0.0
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,No,0.029098145384579083,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, cat__PaperlessBilling_No",0.0
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,0.1923929203848715,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
2294-DMMUS,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,0.12116896770635255,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,0.04488506452554836,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
5018-LXQQG,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0.07342849371225574,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__Contract_Two year, cat__StreamingMovies_Yes",0.0
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,0.10113558952577312,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__InternetService_DSL",0.0
1174-FGIFN,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,No,0.3238875348435053,Low,Continue regular customer engagement,"cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check, cat__Contract_Two year",0.0
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,0.37407368274466807,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__InternetService_Fiber optic, num__TotalCharges",0.0
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,0.10223873583198154,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,0.02041777219694506,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, cat__MultipleLines_No",0.0
2834-JKOOW,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,0.0881331151505074,Low,Continue regular customer engagement,"num__tenure, cat__PhoneService_Yes, cat__Contract_Two year",0.0
9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,0.0031346529489272358,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__MultipleLines_No, cat__PaperlessBilling_No",0.0
0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,0.3557505854539195,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
1658-TJVOA,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,0.6001353853793708,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
6685-GBWJZ,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,0.013460196693823262,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__StreamingTV_Yes",0.0
6328-ZPBGN,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,0.7380675224170956,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",95.15
4003-FUSHP,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,No,0.2369808904189371,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No,0.03162347444045372,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
2969-WGHQO,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,No,0.13644479073771865,Low,Continue regular customer engagement,"num__tenure, cat__PaymentMethod_Electronic check, cat__Contract_Two year",0.0
1855-CFULU,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,No,0.1931160407779773,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,No,0.2088078609651628,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,0.6410635506915312,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
2325-NBPZG,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,No,0.5898963864477634,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No,0.036989009827820635,Low,Continue regular customer engagement,"num__TotalCharges, cat__PhoneService_Yes, num__SeniorCitizen",0.0
2541-YGPKE,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.7,2763.35,No,0.02499397129772074,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__StreamingMovies_Yes",0.0
5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,0.07010807590855818,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__StreamingTV_Yes",0.0
2332-TODQS,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,No,0.015453161357712977,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, cat__MultipleLines_No",0.0
4419-UJMUS,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,0.09706293504884994,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
2233-TXSIU,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,No,0.1267793437353878,Low,Continue regular customer engagement,"num__tenure, cat__PhoneService_Yes, cat__Contract_Two year",0.0
6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21,Yes,0.2778038112818958,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,0.5514860393706735,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,0.49795591621209917,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5442-BHQNG,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,0.6114987933608489,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
7250-EQKIY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,0.2979106322532918,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
6838-HVLXG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,No,0.12317850818377034,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
9767-FFLEM,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,No,0.3010743579748807,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__InternetService_Fiber optic, num__TotalCharges",0.0
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No,0.0444113192980906,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__OnlineSecurity_No",0.0
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,0.04960750184672557,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
9054-FOWNV,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,0.615983046105,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No,0.0864428034566732,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__Contract_Two year",0.0
7560-QJAVJ,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,No,0.008914300353499022,Low,Continue regular customer engagement,"num__TotalCharges, cat__StreamingTV_Yes, cat__StreamingMovies_Yes",0.0
2668-TZSPS,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0.195672638284487,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,0.1832572373281122,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__Contract_Two year",0.0
6726-NNFWD,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,0.03878939192936833,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,0.04921282715264886,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
5727-MYATE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,0.012755573876210466,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__PaperlessBilling_No",0.0
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,0.012722932663973036,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__PaperlessBilling_No",0.0
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,0.5182698772660098,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0.05383843827724061,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__Contract_Two year, num__TotalCharges",0.0
1709-EJDOX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,No,0.005361955378382712,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__OnlineSecurity_Yes, cat__Partner_No",0.0
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0.024096710640713493,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, num__tenure",0.0
0301-FIDRB,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,0.011089061608987188,Low,Continue regular customer engagement,"num__TotalCharges, cat__PhoneService_Yes, cat__MultipleLines_No",0.0
1820-TQVEV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,0.7064269145280802,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",69.55
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,No,0.13825473343271655,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check, cat__Contract_Two year",0.0
1541-ETJZO,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes,0.32641996649099486,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
6230-BSUXY,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85,Yes,0.7639472588060409,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",85.0
6797-LNAQX,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,0.055595909104510274,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
9588-YRFHY,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,No,0.008076741813008433,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__PaperlessBilling_No, cat__OnlineSecurity_Yes",0.0
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,0.5753457489946504,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5951-AOFIH,Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,0.1884347955412645,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,0.7000724790031697,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",100.45
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,No,0.16989545216307525,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__MultipleLines_No",0.0
3594-UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,0.10010041025401382,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__MultipleLines_No",0.0
7750-EYXWZ,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,No,0.27001376895420026,Low,Continue regular customer engagement,"num__tenure, cat__PhoneService_Yes, cat__PaymentMethod_Electronic check",0.0
7054-ENNGU,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No,0.2536020271073149,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,No,0.0021429288118931284,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__MultipleLines_No, cat__OnlineSecurity_Yes",0.0
2195-VVRJF,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,0.26540290191932436,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,No,0.07077965855898453,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,0.5769275966041912,Medium,Targeted engagement and personalized offer,"cat__Contract_Month-to-month, num__TotalCharges, cat__InternetService_Fiber optic",0.0
1741-WTPON,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,No,0.049776667405689284,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,0.7371412619900957,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",94.9
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,0.6994779361744964,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,No,0.03756429872768752,Low,Continue regular customer engagement,"num__tenure, cat__InternetService_DSL, cat__MultipleLines_No",0.0
0743-HRVFF,Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,No,0.10217740092722746,Low,Continue regular customer engagement,"num__TotalCharges, cat__PhoneService_Yes, cat__PaymentMethod_Electronic check",0.0
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No,0.25294409019640224,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
9143-CANJF,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,0.09948137181282628,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
